city_ascii,country,population
Venice,United States,23020
Clearwater,United States,115513
Lady Lake,United States,15317
Panama City,United States,145239
South Bay,United States,5156
Sarasota,United States,706245
South Miami,United States,12281
Frostproof,United States,8243
Wauchula,United States,14408
Oviedo,United States,40785
Orlando,United States,1776841
Sebring,United States,62814
Oldsmar,United States,14617
Saint Cloud,United States,51282
Aventura,United States,38202
Cooper City,United States,35732
Starke,United States,5593
Wilton Manors,United States,12773
Bonita Springs,United States,396220
Ocoee,United States,46402
Niceville,United States,15249
Palmetto Bay,United States,24710
Winter Garden,United States,43536
Port Orange,United States,63203
Saint Pete Beach,United States,9647
Tarpon Springs,United States,25331
Callaway,United States,15144
West Miami,United States,8120
Tallahassee,United States,253030
Panama City Beach,United States,12757
Marathon,United States,9591
Orange City,United States,11697
Sanford,United States,59317
Largo,United States,84754
Lake Mary,United States,16474
Royal Palm Beach,United States,38592
Leesburg,United States,148161
Lauderdale-by-the-Sea,United States,6544
Miami,United States,6381966
West Park,United States,15153
Palmetto,United States,13661
North Port,United States,195992
West Palm Beach,United States,110222
Eustis,United States,20827
Palm Coast,United States,401757
Boynton Beach,United States,77702
Fort Walton Beach,United States,21895
Miramar,United States,140328
Doral,United States,61130
Avon Park,United States,10408
Palm Bay,United States,489912
Safety Harbor,United States,17844
Miami Beach,United States,92307
Lake Wales,United States,16066
Atlantic Beach,United States,13608
Delray Beach,United States,68749
Oakland Park,United States,45035
Sunny Isles Beach,United States,22348
DeLand,United States,32506
Hollywood,United States,153627
Fort Myers Beach,United States,7077
Lake Park,United States,8645
Lantana,United States,11824
Vero Beach,United States,16919
Pembroke Park,United States,6602
DeBary,United States,20784
Miami Gardens,United States,113750
Saint Petersburg,United States,263255
West Melbourne,United States,22089
Fort Myers,United States,79943
Naples,United States,21948
Newberry,United States,5942
Minneola,United States,11529
Hallandale Beach,United States,39831
Sunrise,United States,94323
Sanibel,United States,7363
Fernandina Beach,United States,27005
Groveland,United States,13474
Coral Gables,United States,51095
Lauderhill,United States,71970
Clewiston,United States,13845
Tavares,United States,16865
Treasure Island,United States,6938
Fruitland Park,United States,8181
Altamonte Springs,United States,44277
Marianna,United States,7273
Holly Hill,United States,12218
Tamarac,United States,65669
Kenneth City,United States,5093
Okeechobee,United States,25846
De Funiak Springs,United States,7232
Jupiter,United States,64976
Gulfport,United States,12371
Lynn Haven,United States,20922
Key West,United States,32820
Pinecrest,United States,19651
Pompano Beach,United States,110473
Palm Beach,United States,8751
Rockledge,United States,27476
Destin,United States,13765
Riviera Beach,United States,34674
Palm Springs,United States,24892
Inverness,United States,7304
Cape Coral,United States,630134
Sebastian,United States,25174
Zephyrhills,United States,76416
Pensacola,United States,344400
Clermont,United States,35211
Temple Terrace,United States,26489
Belle Glade,United States,27999
Wellington,United States,64848
Maitland,United States,17554
Gulf Breeze,United States,6528
Stuart,United States,16543
Deltona,United States,194061
Tampa,United States,2804240
Saint Augustine,United States,75932
Mount Dora,United States,13916
Lauderdale Lakes,United States,36069
Plantation,United States,93909
Cutler Bay,United States,45101
Florida City,United States,12155
Belle Isle,United States,6996
North Lauderdale,United States,44198
Apopka,United States,51564
Fort Pierce,United States,45581
Satellite Beach,United States,11056
Coconut Creek,United States,61010
Deerfield Beach,United States,80571
Palm Beach Gardens,United States,55036
Indian Harbour Beach,United States,8566
Jacksonville Beach,United States,23518
Parkland,United States,32202
Titusville,United States,57497
Auburndale,United States,15973
Live Oak,United States,7040
Opa-locka,United States,16479
North Miami Beach,United States,44124
Plant City,United States,38714
Dunedin,United States,36545
Miami Shores,United States,10649
Fort Meade,United States,6775
Fellsmere,United States,5829
Lake Alfred,United States,5941
Milton,United States,9986
Perry,United States,6853
Gainesville,United States,199695
Longboat Key,United States,7292
LaBelle,United States,12605
Hialeah,United States,239673
Pahokee,United States,7925
Casselberry,United States,28395
Neptune Beach,United States,7280
South Pasadena,United States,5118
Arcadia,United States,18376
Surfside,United States,5841
Davie,United States,105149
Bartow,United States,19597
Margate,United States,58430
Cape Canaveral,United States,10413
Cocoa Beach,United States,11733
Cocoa,United States,18532
New Smyrna Beach,United States,26470
Dania Beach,United States,32030
Fort Lauderdale,United States,180072
Green Cove Springs,United States,7966
Lake Worth,United States,38107
Saint Augustine Beach,United States,6998
Kissimmee,United States,374231
Homestead,United States,69907
Boca Raton,United States,98150
Orange Park,United States,8705
Haines City,United States,24304
Winter Park,United States,30879
Punta Gorda,United States,19761
Hialeah Gardens,United States,24156
North Miami,United States,62225
Sweetwater,United States,21028
North Bay Village,United States,8317
Flagler Beach,United States,5068
Springfield,United States,9437
South Daytona,United States,12936
Weston,United States,70944
Coral Springs,United States,133037
Southwest Ranches,United States,7958
Jacksonville,United States,1156291
Crestview,United States,36880
Melbourne,United States,82011
Longwood,United States,15061
Macclenny,United States,11231
Bay Harbor Islands,United States,6006
Palatka,United States,23597
Worland,United States,5167
Powell,United States,6516
Green River,United States,12220
Torrington,United States,7363
Laramie,United States,33508
Cheyenne,United States,78728
Jackson,United States,12543
Rock Springs,United States,26710
Lander,United States,7287
Rawlins,United States,8869
Douglas,United States,6407
Casper,United States,67462
Cody,United States,9696
Gillette,United States,34378
Evanston,United States,11538
Sheridan,United States,19234
Riverton,United States,12776
Keene,United States,22068
Concord,United States,42935
Manchester,United States,160742
Rochester,United States,30797
Claremont,United States,9330
Berlin,United States,11351
Portsmouth,United States,92513
Somersworth,United States,11900
Dover,United States,92234
Laconia,United States,19234
Franklin,United States,9721
Lebanon,United States,26414
Nashua,United States,231262
Somers Point,United States,10480
Bayonne,United States,67186
Ridgefield Park,United States,13154
Closter,United States,8766
Belmar,United States,5682
Somerdale,United States,5508
Bloomingdale,United States,8242
Burlington,United States,9832
Ocean City,United States,11206
Metuchen,United States,14349
Hammonton,United States,12776
Paramus,United States,27032
Hoboken,United States,55131
Woodcliff Lake,United States,5903
Eatontown,United States,12376
New Providence,United States,13308
North Caldwell,United States,6730
South River,United States,16349
Hopatcong,United States,14298
Franklin Lakes,United States,11255
Manville,United States,10414
Tinton Falls,United States,17789
Madison,United States,16033
Glen Rock,United States,12045
Emerson,United States,7739
Guttenberg,United States,11695
Rockaway,United States,6474
Totowa,United States,10817
Gloucester City,United States,11342
Wanaque,United States,11994
Montvale,United States,8724
East Rutherford,United States,9928
Plainfield,United States,51327
Spotswood,United States,8456
Paterson,United States,148678
Fair Haven,United States,5950
Clayton,United States,8676
West New York,United States,54227
Ringwood,United States,12454
Keyport,United States,7085
River Edge,United States,11724
Kenilworth,United States,8312
Red Bank,United States,12150
Perth Amboy,United States,52823
Milltown,United States,7162
Ridgewood,United States,25692
Leonia,United States,9262
Wildwood,United States,5070
Kearny,United States,42670
Hackensack,United States,45248
Manasquan,United States,5903
Phillipsburg,United States,14459
Oceanport,United States,5755
Bergenfield,United States,27927
Fanwood,United States,7808
Little Silver,United States,5908
Elizabeth,United States,130215
Hawthorne,United States,19101
Ridgefield,United States,11435
New Milford,United States,16868
Chatham,United States,8928
Highland Park,United States,14164
Matawan,United States,8869
Upper Saddle River,United States,8415
Pompton Lakes,United States,11206
Mount Arlington,United States,5868
Westfield,United States,30433
Fort Lee,United States,37907
North Arlington,United States,16009
Prospect Park,United States,5964
Pleasantville,United States,20732
Glen Ridge,United States,7704
Wharton,United States,6571
Union Beach,United States,5562
Audubon,United States,8733
Haddon Heights,United States,7588
Oradell,United States,8314
Bellmawr,United States,11489
Brigantine,United States,8963
Demarest,United States,5032
Dumont,United States,17998
Vineland,United States,94734
Boonton,United States,8354
Summit,United States,22323
Carteret,United States,24084
Margate City,United States,6083
Tenafly,United States,14900
Runnemede,United States,8390
Pitman,United States,8846
Linwood,United States,6855
Allendale,United States,6906
South Amboy,United States,8857
Waldwick,United States,10092
Jersey City,United States,270753
South Plainfield,United States,24435
Hackettstown,United States,9554
Absecon,United States,8283
Raritan,United States,8011
Trenton,United States,296869
Union City,United States,70387
Garfield,United States,32393
Old Tappan,United States,6042
Morristown,United States,19037
West Long Branch,United States,7972
Millville,United States,27918
Northfield,United States,8360
Lincoln Park,United States,10468
Newark,United States,285154
Bernardsville,United States,7815
Ventnor City,United States,10239
Washington,United States,15533
Camden,United States,74532
Butler,United States,7774
Paulsboro,United States,5920
Linden,United States,43056
Berlin,United States,7606
Florham Park,United States,11765
Long Branch,United States,30762
Lodi,United States,24961
Hasbrouck Heights,United States,12277
Bridgeton,United States,33856
Dunellen,United States,7407
Hightstown,United States,5384
Rahway,United States,30131
Woodbury,United States,9919
Princeton,United States,31822
Roselle Park,United States,13821
New Brunswick,United States,57073
Wood-Ridge,United States,9018
Bound Brook,United States,10468
Mountainside,United States,6982
Cliffside Park,United States,25142
Salem,United States,5310
Harrison,United States,17643
Edgewater,United States,12368
Somerville,United States,12418
Palmyra,United States,7221
Middlesex,United States,13867
North Haledon,United States,8570
Midland Park,United States,7384
Fairview,United States,14537
Stratford,United States,7015
Sayreville,United States,45325
Carlstadt,United States,6314
Bogota,United States,8567
Pine Hill,United States,10536
Palisades Park,United States,20988
North Plainfield,United States,22060
Cresskill,United States,8935
Keansburg,United States,9806
Fair Lawn,United States,33710
Rumson,United States,6864
East Orange,United States,65378
Watchung,United States,5985
Westwood,United States,11326
Newton,United States,11736
Caldwell,United States,8085
Barrington,United States,6781
Beachwood,United States,11248
Freehold,United States,11894
Roseland,United States,5937
Passaic,United States,71247
Rutherford,United States,18782
Hillsdale,United States,10581
Point Pleasant,United States,18651
Little Ferry,United States,11000
Atlantic City,United States,241363
Asbury Park,United States,15767
Glassboro,United States,20011
Roselle,United States,21976
Haledon,United States,8463
Elmwood Park,United States,20429
Ramsey,United States,15242
Jamesburg,United States,6068
Englewood,United States,29112
Norwood,United States,5895
Lindenwold,United States,17471
Englewood Cliffs,United States,5453
Franklin,United States,33532
Collingswood,United States,14027
Maywood,United States,9860
Haddonfield,United States,11435
Kinnelon,United States,10213
Wallington,United States,11781
Park Ridge,United States,8944
Morris Plains,United States,5581
Dover,United States,18232
Clifton,United States,86607
Oakland,United States,13224
Secaucus,United States,20215
Sunland Park,United States,17061
Raton,United States,5772
Las Vegas,United States,14982
Carlsbad,United States,32848
Clovis,United States,42875
Aztec,United States,8210
Lovington,United States,11743
Grants,United States,11925
Los Ranchos de Albuquerque,United States,6087
Anthony,United States,9339
Farmington,United States,52555
Rio Rancho,United States,96159
Bernalillo,United States,9638
Portales,United States,12167
Corrales,United States,8549
Gallup,United States,23415
Los Lunas,United States,66613
Deming,United States,14228
Truth or Consequences,United States,7274
Santa Fe,United States,110078
Belen,United States,7089
Hobbs,United States,40614
Socorro,United States,8383
Alamogordo,United States,32745
Bloomfield,United States,9701
Ruidoso,United States,9269
Albuquerque,United States,758523
Las Cruces,United States,133988
Taos,United States,13571
Artesia,United States,13464
Silver City,United States,11882
Espanola,United States,25913
Roswell,United States,49119
Burnet,United States,5762
Roma-Los Saenz,United States,11425
Hondo,United States,6794
Frisco,United States,177286
Onalaska,United States,7832
Waco,United States,188448
Pampa,United States,17641
Sherman,United States,67354
Cedar Hill,United States,48710
Pasadena,United States,153520
Woodway,United States,8825
Vernon,United States,9941
Crowley,United States,15389
Denver City,United States,5369
Bay City,United States,18653
Irving,United States,240373
Coppell,United States,41941
Lucas,United States,7483
Marlin,United States,5571
El Campo,United States,11870
Arlington,United States,396394
Addison,United States,15458
Mexia,United States,6838
Pharr,United States,79487
Fort Worth,United States,874168
White Oak,United States,6352
Floresville,United States,7126
Granbury,United States,35138
Nacogdoches,United States,35192
Aubrey,United States,5407
Gun Barrel City,United States,16013
Brenham,United States,16913
Rosenberg,United States,37661
Vidor,United States,10854
New Braunfels,United States,79152
Alamo Heights,United States,8413
Angleton,United States,19544
Lubbock,United States,262505
Mathis,United States,5776
Galveston,United States,46561
Levelland,United States,13884
Corpus Christi,United States,341435
Duncanville,United States,39487
Anna,United States,16613
Galena Park,United States,10989
Lewisville,United States,106021
DeSoto,United States,53568
Port Lavaca,United States,11781
Wichita Falls,United States,99617
Rockport,United States,19652
Sanger,United States,7128
Watauga,United States,24602
Willow Park,United States,5340
Canyon,United States,15464
Mineola,United States,5819
West University Place,United States,15608
Kenedy,United States,6193
Lake Jackson,United States,76565
McAllen,United States,800904
Harker Heights,United States,31075
Elgin,United States,11976
Little Elm,United States,46548
Kaufman,United States,6846
Rhome,United States,6048
Cleveland,United States,10543
Athens,United States,12163
Georgetown,United States,70685
Rio Grande City,United States,48633
Fairview,United States,8950
San Angelo,United States,99890
Freeport,United States,12169
Belton,United States,21734
Portland,United States,17287
Sinton,United States,5840
Lumberton,United States,12829
Alice,United States,20803
Alamo,United States,19679
Decatur,United States,6574
San Marcos,United States,74212
Perryton,United States,8681
Haltom City,United States,44417
Cameron,United States,5361
Boerne,United States,16050
La Feria,United States,7364
Pleasanton,United States,14638
Weatherford,United States,42278
Melissa,United States,9212
Hillsboro,United States,8296
Waxahachie,United States,35340
Mission,United States,84424
Dumas,United States,14931
Texarkana,United States,80145
Keller,United States,47266
Atlanta,United States,5541
Rio Bravo,United States,8012
Uvalde,United States,18747
Lampasas,United States,7121
Hereford,United States,15440
Fulshear,United States,10044
Orange,United States,19072
Lacy-Lakeview,United States,6611
Sunnyvale,United States,6491
Friendswood,United States,39839
Azle,United States,12495
Trophy Club,United States,12340
Taylor,United States,16138
Roma,United States,11425
The Colony,United States,42721
Carrollton,United States,135710
Lamesa,United States,11320
Yoakum,United States,5763
McKinney,United States,235134
Bowie,United States,5011
Kirby,United States,8705
Crystal City,United States,7363
Forney,United States,37521
Woodcreek,United States,6015
Kyle,United States,43480
Webster,United States,11123
Terrell Hills,United States,5397
Deer Park,United States,33891
Pecos,United States,13317
Snyder,United States,11678
Nolanville,United States,5231
Muleshoe,United States,5030
Devine,United States,6410
Laredo,United States,260244
Euless,United States,55174
Commerce,United States,8736
Southlake,United States,31824
Longview,United States,100196
Wharton,United States,8899
Post,United States,5070
Port Isabel,United States,15113
Hurst,United States,39051
Kingsville,United States,25286
Royse City,United States,12567
Murphy,United States,20673
